2023-05-22T19:54:36.867956800Z,Creating map...
2023-05-22T19:54:36.875962600Z,Spawning items...
2023-05-22T19:54:36.879959400Z,Creating map...
2023-05-22T19:54:36.881959500Z,Spawning items...
2023-05-22T19:54:36.883961700Z,Creating map...
2023-05-22T19:54:36.885961100Z,Spawning items...
2023-05-22T19:54:36.887960500Z,Creating map...
2023-05-22T19:54:36.889962400Z,Spawning items...
2023-05-22T19:54:36.897010900Z,Creating map...
2023-05-22T19:54:36.899010800Z,Spawning items...
2023-05-22T19:54:36.905013300Z,Starting game... (game id: 5)
2023-05-22T19:54:36.908013600Z,Players spawned randomly!
2023-05-22T19:54:36.910017900Z,Players move randomly!
2023-05-22T19:54:36.912015400Z,Encounter started!
2023-05-22T19:54:36.920016Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:36.922015900Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:36.924017200Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:36.925017Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:36.927018100Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:36.928018200Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:36.929018100Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:36.931019300Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:36.932019Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:36.933018400Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:36.934019Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:36.936022200Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:36.940021200Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:36.946022200Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:36.948022Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:36.950023500Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:36.951022700Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:36.953023800Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:36.955024100Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:36.956025300Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:36.958024Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:36.959026Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:36.961024600Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:36.962025400Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:36.964026100Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:36.965025800Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:36.966026100Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:36.968026600Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:36.970026600Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:36.972027300Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:36.974027700Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:36.975028200Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:36.977028400Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:36.979029700Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:36.981029700Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:36.983030400Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:36.985032300Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:36.987032500Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:36.989031400Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:36.990031800Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:36.992034100Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:36.994033100Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:36.996032400Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:36.997032200Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:36.999034200Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:37.001034500Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:37.003035300Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:37.005034900Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:37.006036500Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:37.009035900Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:37.010036Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:37.012036400Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:37.014037Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:37.017038100Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:37.020038800Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:37.022039700Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:37.024038900Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:37.026039700Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:37.027039700Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:37.029041700Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:37.031041300Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:37.033041300Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:37.034041100Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:37.036043100Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:37.037042300Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:37.039043400Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:37.040042900Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:37.044045600Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:37.046043700Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:37.047045200Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:37.049044800Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:37.051047200Z,Player 3 attacks Player 87 with Fist! (miss)
2023-05-22T19:54:37.053045900Z,Player 87 attacks Player 3 with Fist! (hit)
2023-05-22T19:54:37.054046800Z,Player 87 attacks Player 3 with Fist! (miss)
2023-05-22T19:54:37.056047Z,Player 3 attacks Player 87 with Fist! (hit)
2023-05-22T19:54:37.058047Z,Player 3 attacks Player 87 with Fist! (miss)
